Index	Sentence	Surprisal	PPL
0	the of.	7.060921669006348	1165.5188935264762
1	in every to that.	7.334709167480469	1532.5819904376428
2	as a of that to for.	6.414721488952637	610.7706307595704
3	the of on because could the.	7.127842426300049	1246.1853275642627
4	to for but worth the.	7.672000408172607	2147.372773658581
5	and over and.	7.298409461975098	1477.947325708802
6	to the of.	6.516970634460449	676.5258338970132
7	the when and the to.	5.58375883102417	266.0698400833838
8	as the the the of 40000 the.	6.489495277404785	658.1910754579526
9	the and the.	6.07932186126709	436.7329287601048
10	across and but because.	7.032914161682129	1133.3285050557354
11	a about though no in.	7.856175899505615	2581.629065798738
12	in the of and to.	5.9293212890625	375.8993002599323
13	any of the.	6.529843330383301	685.2908388279649
14	who the.	7.585009574890137	1968.465481683388
15	each in the to down from the.	6.481166362762451	652.7318245488894
16	if any and each and.	6.215396404266357	500.3943083194397
17	each to a as a a or a.	5.987800598144531	398.5371020429049
18	every while as when.	7.937017440795898	2798.9998636339687
19	throughout the in of about.	6.437429428100586	624.7986439200002
20	and of and can.	6.58009147644043	720.605244636996
21	when to from to.	7.27699089050293	1446.6284058434271
22	to and to.	6.344240665435791	569.2050085381129
23	of.	7.371744155883789	1590.4052801073099
24	the the of a after.	6.372073173522949	585.2699381402824
25	on the and of to.	6.2084197998046875	496.91540473327876
26	some that a.	7.918600559234619	2747.922798476717
27	may with and.	7.651122093200684	2103.004032502126
28	over the there a of.	6.695931434631348	809.1072138201412
29	and as.	7.233420372009277	1384.9514612927198
30	but.	7.786736011505127	2408.443606680055
31	the from the the a in the.	5.420144557952881	225.91177748579264
32	in some the and the to the.	6.0340704917907715	417.4106426451159
33	would from.	8.318948745727539	4100.846708860806
34	that with the the on the.	6.0550737380981445	426.27033665967525
35	can off of and off.	6.451657295227051	633.7517366812302
36	that can and.	7.4475297927856445	1715.6199699454185
37	can a a of that onto.	7.518791198730469	1842.338925864988
38	to for of.	6.828768730163574	924.0523539573613
39	the of at the of.	5.632739067077637	279.4264381499567
40	by a of each in.	6.868185520172119	961.2028992813574
41	around the but.	7.268551826477051	1434.471584350746
42	with.	7.533751964569092	1870.1089395003485
43	in some with and.	7.366288661956787	1581.7524579303606
44	at as a.	7.496159553527832	1801.112040726627
45	the into a the to to the.	5.861932754516602	351.4026631876225
46	enough that the any.	7.423333644866943	1674.6067571864191
47	the of into the to.	6.044713020324707	421.8766700789876
48	a of or and to.	6.527000427246094	683.3453900238914
49	the in and what and.	7.008564472198486	1106.0655768125332
50	with and.	7.698887825012207	2205.893287769575
51	when the the.	6.924221038818359	1016.602067568832
52	the two in of to the.	6.557036876678467	704.1820219735727
53	the underneath the each of.	7.112713813781738	1227.4741664456303
54	the a and.	7.854819297790527	2578.1291978805184
55	a a with that to an.	6.55855655670166	705.2529668657313
56	the may by or the may a.	6.278787612915039	533.1418974882403
57	the for a.	7.278414726257324	1448.6896341680542
58	for the because.	6.686303615570068	801.3546559615892
59	and to.	6.808834075927734	905.8140805943711
60	as as an.	7.13891077041626	1260.0551520001331
61	a for.	7.133333683013916	1253.0472742234413
62	of.	7.371744155883789	1590.4052801073099
63	may 8 to 10 in the for every will in.	6.393043041229248	597.6725574730172
64	to to and on the of the.	5.3426666259765625	209.06947771410972
65	the of and as.	6.176914691925049	481.50407383796096
66	as and who can in.	6.621717929840088	751.2345574567104
67	all but.	7.784041404724121	2401.9625340984253
68	the of out to the of the.	5.453458786010742	233.56462046868515
69	to the on the.	5.891870975494385	362.08209775608054
70	one the on the while the the into.	5.895777702331543	363.49942034808385
71	in for a by.	6.443871974945068	628.8369329169442
72	that and the.	6.744375705718994	849.2687675099148
73	some that the.	7.726203918457031	2266.9802045279494
74	up that to the two.	6.250136852264404	518.0837207474221
75	the with to and.	6.874982833862305	967.7587527620823
76	to within a.	7.373354911804199	1592.9690991170924
77	the in an on a than at.	6.374478340148926	586.6793040632142
78	a for.	7.133333683013916	1253.0472742234413
79	as the of broadens must if.	7.94380521774292	2818.0634769660574
80	that and can in the.	6.921547889709473	1013.8881676035203
81	the to in the.	6.805832386016846	903.099184284408
82	to for the.	6.668754577636719	787.4143301230615
83	one at when and the an.	7.124939441680908	1242.5729166493184
84	a for at.	6.755490303039551	858.7606996648502
85	over the four decades the of up.	6.3253326416015625	558.5435775970609
86	by a of four since the 1970s.	5.158799171447754	173.95543947541856
87	the for to and for could.	6.965501308441162	1059.4458934930121
88	in.	7.231189727783203	1381.8655703541542
89	on for.	8.31324291229248	4077.514588494635
90	the with on like in.	7.115966320037842	1231.4730334959834
91	in.	7.231189727783203	1381.8655703541542
92	because to often.	7.973326206207275	2902.495624877049
93	a of about.	7.088961601257324	1198.6624645489615
94	with because a about and.	7.725988864898682	2266.4927347861876
95	to and about the of.	6.235569477081299	510.59130571708334
96	and and.	6.626760482788086	755.0322645113747
97	must and two in to.	7.490588665008545	1791.1061430847142
98	the as to a.	6.797868728637695	895.9357731358949
99	by the in as a.	6.390534400939941	596.1750911030917
