Index	Sentence	Surprisal	PPL
0	its doctors.	16.422271728515625	13555077.095647031
1	images ligaments chamber documentary jacket.	16.008010482788087	8957578.4199132
2	factor compartments world spears density studies.	15.575782457987467	5814018.011140059
3	horror computer sea attack food collar.	13.702208201090494	892880.6506962674
4	dreams their glimpse water firearm forest.	14.29785410563151	1619866.190971662
5	shots horse silk facility character.	15.898030090332032	8024661.860521301
6	i foods chairs apple tip.	14.254989624023438	1551898.571265217
7	bear sharp law research eagle.	14.053335571289063	1268487.2050444668
8	director doors areas theft.	17.05261492729187	25459892.462236732
9	their evidence igloos refrigerators race bird.	15.502541542053223	5403414.043577305
10	team them sex collarbone train dress soldier mind.	13.592443943023682	800061.5514666368
11	lawn storm castles countries.	16.115381240844727	9972892.705664942
12	telescope hundreds articles land damage igloo.	16.447345733642578	13899254.084043812
13	animals drought their.	18.19336700439453	79667079.593363
14	eagles revolving she.	21.185611724853516	1587794407.1403174
15	keyboards hour train order care axis they.	14.176222664969307	1434350.4619813317
16	doctor's salads its space opening bodies.	14.62995688120524	2257925.165505581
17	castle animals cream walls gambling vitamins.	15.616408824920654	6055084.104239371
18	end garage they part army.	13.600726318359374	806715.4786517541
19	insect confusion orange building lettuce.	15.167867088317871	3866526.39006087
20	one kitchen problems strength women's scientist accordionist table.	14.33328366279602	1678286.1179985427
21	bit surfaces feet.	17.039066314697266	25117272.496226296
22	prey day's resources repertoire.	16.64560890197754	16947127.391112205
23	sentence law bananas pharmacies taste.	17.044034957885742	25242381.815525986
24	blubber office hammer tastes lawn.	16.13291358947754	10149282.684506573
25	tip share cars liquid.	15.670121669769287	6389213.077883804
26	blade use shoe arms.	14.402908086776733	1799299.6913051433
27	toll instrument arson plastic.	17.447742462158203	37797082.01191853
28	person hammers building.	16.451199849446613	13952926.78283298
29	spikes documents beekeepers apples.	18.432045936584473	101143002.17997667
30	string singer.	18.94668936729431	169216474.47910154
31	together profession air milk flapping.	15.928261756896973	8270965.081755556
32	it independence farm symptoms types.	15.250344848632812	4198949.146078205
33	their beekeeper's waves atlantic pulp.	17.00420379638672	24256708.988075443
34	our levels elephant artist face.	14.869001770019532	2867645.2197091985
35	lawn trail furniture brand reason orange.	13.78464380900065	969604.7653081882
36	backgrounds something tuxedo blindness.	17.202813625335693	29586052.98565553
37	metal grenades heat axe plastic movement.	13.718101501464844	907184.8403694263
