Index	Sentence	Surprisal	PPL
0	conservation habitats.	18.82789421081543	150262483.20377633
1	it beekeeper's interest plants pollen.	14.156170845031738	1405875.5656193572
2	form agriculture it vegetation way crops.	12.907440662384033	403301.88806247344
3	beekeepers use pesticides crops they honeybees.	12.900662581125895	400577.5185230115
4	beekeepers their craft their product effort.	11.906429926554361	148216.5896525189
5	honey-making quality character quantity consistency.	14.732820987701416	2502550.5448290217
6	honey beekeepers micromanagers their honeybees.	13.69086675643921	882811.3026265149
7	they fields nectar ways honey.	14.204047679901123	1474821.7306877037
8	beekeeper hum bees air.	17.68248748779297	47797671.73454037
9	beekeeper honey stores supplies bee nursery.	12.803802490234375	363597.399887122
10	bees his bare arms hands they they're gentle.	11.302735090255737	81042.99459136701
11	i dream exams college.	14.1347177028656	1376036.3342965888
12	my dream day my exam i.	11.896179914474487	146705.12730497887
13	i've reading assignments.	16.57932472229004	15860221.218711128
14	i people nightmare.	14.58740520477295	2163862.12691637
15	morning participants study their dream experience night.	10.626065390450615	41194.72076891593
16	they they dreams dream its intensity.	12.287160873413086	216893.3145071676
17	participants dream category dream dream nightmare.	13.785344759623209	970284.648626547
18	night we our minds we.	11.382456207275391	87768.34745472088
19	we night cycles ninety minutes.	12.369449615478516	235496.0961582549
20	images feelings stories combinations characters places our dreams.	12.455760478973389	256724.92989018167
21	i cards things.	14.870185852050781	2871042.7579708984
22	gambling something i it.	14.997363090515137	3260408.624788926
23	my friends me my savings.	10.455237579345702	34725.77825580765
24	part horror casino money i.	15.4730224609375	5246241.434494291
25	data effects gambling by.	15.073641061782837	3518836.8822216573
26	studies casino problems likely.	14.65760612487793	2321226.168379868
27	gambling bankruptcies marriage problems.	14.671477317810059	2353648.6940888036
28	generation expansion gambling.	15.910257339477539	8123383.71882413
29	states lotteries casinos well.	15.624834179878235	6106315.856902572
30	gambling business.	16.368149757385254	12840948.925946606
31	wind hurricane house window kitchen.	13.767324829101563	952956.7790614767
32	we food door kitchen hurricane.	14.783657836914063	2633061.608801751
33	i our house its foundation.	10.490018463134765	35954.821217736724
34	night wind house we sofa.	13.687846374511718	880148.8980859831
35	hurricanes trees suck houses their foundations.	13.057525157928467	468609.5374531735
36	they rains floods mudslides.	14.483115434646606	1949562.282142789
37	hurricanes storm surge wall water land.	11.627866427103678	112180.72065127337
38	scientists methods evidence ancient hurricanes.	14.006304931640624	1210210.5753429222
39	storms layers beach sand bottoms lakes.	13.196554183959961	538506.1434484168
40	trees hurricanes record storm their growth rings.	12.059098311832972	172663.22705306037
41	ice cream world countries preferences.	12.587054443359374	292744.192453658
42	people their ice cream delicacies.	10.298570251464843	29690.13905958761
43	places vanilla ice cream bananas mangos.	11.3120969136556	81805.26735868106
44	ice cream home child.	12.58687686920166	292692.2132654742
45	we cream mixture tub crank it cold.	11.871058600289482	143065.60786550352
46	it hand more.	13.699251174926758	890244.2790820216
47	i container ice cream freezer.	10.568762969970702	38900.52283367954
48	ice cream mixture milk cream sugar flavorings air.	11.022633075714111	61244.72949933584
49	butterfat milk cream it silky.	14.412571620941161	1816771.5694238862
50	premium ice cream butterfat flavorings.	12.756202888488769	346695.75531397155
51	i lawn chair my hurt.	12.37933578491211	237835.79674793428
52	i levers front me machine.	13.903959655761719	1092478.6416260276
53	blades lawn mower blade grass.	13.350319862365723	628015.3340100668
54	lawn task it me.	13.275479316711426	582730.0468728731
55	lawn mower machine blades grass height.	14.384402751922607	1766309.2391492398
56	blades muscle machine motor.	14.775908470153809	2612735.906073003
57	power source lawn mowers gas engine.	10.932536919911703	55968.08630794853
58	lawnmowers environment they emissions.	19.149041175842285	207168115.9259069
59	they maintenance.	19.96880054473877	470262000.2716399
60	lawn mowers electricity toaster.	16.564306020736694	15623801.095216326
61	astronauts time their spacewalks.	13.2286878824234	556091.3634157378
62	their training.	15.882073640823364	7897632.909448858
63	they hours pool hour they space.	12.435710906982422	251628.96162533376
64	astronauts practice construction repair work outside space station.	10.185993015766144	26528.980435461282
65	commanders flights pilots backgrounds test pilots.	13.748062451680502	934776.2283697244
66	astronauts doctors engineers scientists experiments space.	14.620966037114462	2237715.49948966
67	crews men astronauts.	17.71991713841756	49620625.324589744
68	team astronauts exterior space shuttle.	12.257344055175782	210521.70852579514
69	they tools part telescope.	15.303526163101196	4428299.299921245
70	astronaut bolts pipe replacement part place.	12.998594125111898	441791.8511376589
71	computers art time artists.	12.854537963867188	382520.66765240923
72	computers computer graphics art world.	9.884747886657715	19628.696599244686
73	computer science conferences exhibitions graphics technology.	11.612432956695557	110462.67462691273
74	brand conferences cultures.	18.15997314453125	77050618.3133865
75	computer graphics works doctors conditions procedures.	13.37497615814209	643692.3400808362
