Index	Sentence	Surprisal	PPL
0	beekeeping conservation encourages the of habitats local.	85.90570878982544	2.034114011782252e+37
1	in it is every beekeeper's interest to conserve local plants produce that pollen.	94.6464614868164	1.2718501788533446e+41
2	a as passive of form agriculture it does require not that native vegetation be cleared to make way for crops.	126.08753252029419	5.7427460313965545e+54
3	discourage beekeepers also the use of pesticides on crops because could they kill the honeybees.	101.60032939910889	1.331871781528127e+44
4	go artisanal beekeepers to extremes for their craft but their is product worth the effort.	107.73026466369629	6.118704468552911e+46
5	emphasizes artisanal honey-making quality character and over quantity and consistency.	93.6795015335083	4.836047784722712e+40
6	the to produce finest beekeepers honey become micromanagers of their honeybees.	106.17991733551025	1.2982316351397407e+46
7	the they scout fields know when nectar flows and select best the ways to extract honey.	125.70284843444824	3.908889869224986e+54
8	beekeeper as the opens the hive the deep hum of bees 40000 fills the air.	135.77810287475586	9.282839504661565e+58
9	checks the beekeeper honey pollen stores supplies and the bee nursery.	92.9907488822937	2.428673351856792e+40
10	across bees crawl his bare arms and hands but they sting don't because they're gentle.	113.43514966964722	1.8376362755857953e+49
11	a i have recurring dream about exams even though i'm longer no in college.	110.29552459716797	7.956786612452457e+47
12	my in dream the it's day of my exam final and i suddenly realize i've never gone to class.	119.50484848022461	7.948702736307057e+51
13	even i've never done of any the reading assignments.	74.69665861129761	2.7564279913489258e+32
14	many i know other who people have the same nightmare.	74.25733137130737	1.7764347308462277e+32
15	morning each participants the in study had to down write their dream experience from the previous night.	127.61306762695312	2.6402867066902955e+55
16	if they recorded they recalled any dreams and described each and dream its emotional intensity.	122.76933288574219	2.079906533856686e+53
17	then participants assigned dream each to a category as such a flying dream a bad dream or a nightmare.	135.50921249389648	7.094196817888765e+58
18	while every night we sleep our minds are as active when as we are awake.	83.13127040863037	1.2689719200214083e+36
19	throughout we dream the night in cycles of about ninety each minutes.	108.00138092041016	8.024237449917243e+46
20	stories images feelings and strange combinations of characters and places fill can our dreams.	113.26073932647705	1.5435265558507266e+49
21	decided when i to start playing cards things went from to bad worse.	104.60007381439209	2.6744523479777493e+45
22	was gambling something had i to do and had i already spent close to $10000 doing it.	115.28869342803955	1.1728524560452038e+50
23	were my friends sick watching of me gamble my savings away.	88.65708923339844	3.1862851219613135e+38
24	hardest the part the was horror of leaving casino a after losing money i did not have.	140.2494649887085	8.120237553199188e+60
25	on good data the social and economic effects of legalized are gambling hard to come by.	101.00062036514282	7.311594431038234e+43
26	indicate some studies that having a casino nearby makes gambling more problems likely.	101.35116910934448	1.0381341523798222e+44
27	also gambling may be with associated personal bankruptcies and marriage problems.	86.18059158325195	2.6776596349858606e+37
28	past over the generation there has been a dramatic expansion legalized of gambling.	94.93810272216797	1.702527496227924e+41
29	have most states instituted and lotteries many have casinos as well.	98.94062042236328	9.318917898199604e+42
30	gambling very has become big controversial but business.	82.34619140625	5.787573687185599e+35
31	from the wind the hurricane shook the house shattering a in window the kitchen.	103.68116760253906	1.0669866044191333e+45
32	in we ran grabbed some food slammed the door and the surrendered kitchen to the hurricane.	122.80149030685425	2.1478780003365824e+53
33	afraid i was our would house be ripped from its foundation.	89.51502084732056	7.514145520501456e+38
34	night later that with the wind shaking the house we asleep fell huddled on the sofa.	111.86883926391602	3.8372455334069246e+48
35	tear hurricanes can limbs off of trees and suck houses their off foundations.	123.5732684135437	4.64717024483159e+53
36	heavy they dump rains can that trigger floods and mudslides.	82.47909307479858	6.610206011418083e+35
37	also hurricanes can bring a storm surge a wall of water ocean that lurches onto land.	106.00260734558105	1.0872951167655069e+46
38	several scientists use methods look to for evidence of ancient hurricanes.	91.7611312866211	7.101547086753167e+39
39	storms the strongest deposited layers of windblown beach sand at bottoms the of coastal lakes.	123.28897476196289	3.4972076412290236e+53
40	by trees drenched passing hurricanes preserve a record of each in storm their growth rings.	146.61284399032593	4.711390708773502e+63
41	cream american ice is exported around the world but different have countries different preferences.	114.31100177764893	4.412018175489528e+49
42	enjoy many people their cream ice flavored with local delicacies.	87.5945234298706	1.101078216008451e+38
43	tropical in some places vanilla ice cream is topped with and bananas fresh mangos.	104.01235961914062	1.485914539793433e+45
44	making i remember ice at cream home as a child.	83.62275266647339	2.074436019043899e+36
45	poured we the mixture cream into a frozen then tub start turning the crank to expose it to the cold.	142.1392936706543	5.37416384406492e+61
46	froze eventually it enough that i couldn't turn the hand any crank more.	111.73403596878052	3.353322029476447e+48
47	put then i the container of half-frozen ice cream into freezer the to harden.	113.90053081512451	2.9266582947653074e+49
48	cream ice is mixture a of milk or sugar cream flavorings and up to half whipped-in air.	137.80538606643677	7.048857731442865e+59
