Index	Sentence	Surprisal	PPL
0	beekeeping encourages conservation habitats.	60.91679763793945	2.8564660675863436e+26
1	it is beekeeper's interest conserve plants produce pollen.	87.6563720703125	1.1713284552578496e+38
2	form agriculture it does require vegetation be cleared make way crops.	109.13595581054688	2.4954184730952093e+47
3	beekeepers discourage use pesticides crops they kill honeybees.	90.86929655075073	2.910945446099054e+39
4	beekeepers go extremes their craft their product is effort.	98.7278561592102	7.532916268283173e+42
5	honey-making emphasizes quality character quantity consistency.	83.84502410888672	2.5907845919738605e+36
6	produce honey beekeepers become micromanagers their honeybees.	83.2382082939148	1.4121945969741475e+36
7	they scout fields know nectar flows select ways extract honey.	107.01310348510742	2.986760058393733e+46
8	beekeeper opens hum bees fills air.	89.234619140625	5.6767881534288045e+38
9	beekeeper checks honey stores pollen supplies bee nursery.	105.11803436279297	4.489337667473379e+45
10	bees crawl his bare arms hands they don't sting they're gentle.	106.77522277832031	2.35445316920819e+46
11	i have dream exams college.	61.4728889465332	4.9812284069837194e+26
12	my dream it's day my exam i realize gone class.	98.69180488586426	7.266181988806244e+42
13	i've done reading assignments.	50.26826095581055	6.779978988699218e+21
14	i know people have nightmare.	49.34174728393555	2.684408299529724e+21
15	morning participants study had write their dream experience night.	97.20956039428711	1.6503485178330538e+42
16	they recorded they recalled dreams described dream its intensity.	98.98836135864258	9.774602625209812e+42
17	participants assigned dream category flying dream dream nightmare.	100.70844268798828	5.459098625612502e+43
18	night we sleep our minds are we are.	63.70693111419678	4.6512388494733607e+27
19	we dream night cycles ninety minutes each.	74.88255977630615	3.319575125515548e+32
20	images feelings stories combinations characters places fill our dreams.	105.78858947753906	8.778102716727556e+45
21	i decided start playing cards things went worse.	75.3156270980835	5.118718538492152e+32
22	gambling was something i had do i had spent $10000 doing it.	94.59604358673096	1.2093158348786053e+41
23	my friends were watching me my savings away.	65.67702627182007	3.3355702958006955e+28
24	part was horror leaving casino losing money i did have.	104.65545749664307	2.8267518941430365e+45
25	data effects gambling are come by.	73.91297721862793	1.258920040624355e+32
26	studies indicate having casino makes gambling problems likely.	87.54140281677246	1.0441146307467047e+38
27	gambling be associated bankruptcies marriage problems.	78.64293575286865	1.4262413981366904e+34
28	generation has been expansion gambling.	55.93358612060547	1.9572567758986593e+24
29	states have instituted lotteries have casinos well.	85.13360595703125	9.398429578911339e+36
30	gambling has become business.	40.9131965637207	5.866451771352014e+17
31	wind hurricane shook house shattering window kitchen.	84.8322582244873	6.953150572911336e+36
