Index	Sentence	Surprisal	PPL
0	beekeeping encourages the conservation of habitats local.	6.297757148742676	543.3518850114632
1	it is in every beekeeper's interest to conserve local plants produce that pollen.	4.8557305335998535	128.47451188862968
2	as a passive of form agriculture it does not require that native vegetation be cleared to make way for crops.	4.635190963745117	103.04759447098824
3	beekeepers also discourage the use of pesticides on crops because could they kill the honeybees.	4.6221699714660645	101.71451041251879
4	artisanal beekeepers go to extremes for their craft but their is product worth the effort.	5.030185222625732	152.96134197331799
5	artisanal emphasizes honey-making quality and character over quantity and consistency.	5.546377658843994	256.3074393369428
6	to the produce finest honey beekeepers become micromanagers of their honeybees.	5.380042552947998	217.03151055903774
7	they scout the fields know when nectar flows and select best the ways to extract honey.	5.88857364654541	360.89016015835
8	as the beekeeper opens the hive the deep hum of bees 40000 fills the air.	5.978018283843994	394.6574935628363
9	the checks beekeeper honey stores pollen supplies and the bee nursery.	6.841015815734863	935.438885800699
10	bees crawl across his bare arms and hands but they sting don't because they're gentle.	5.323146820068359	205.02805431008517
11	i have a recurring dream about exams even though i'm longer no in college.	5.643581867218018	282.4726882687213
12	in my dream the it's day of my final exam and i suddenly realize i've never gone to class.	4.445260047912598	85.2220367687748
13	i've even never done any of the reading assignments.	4.920443058013916	137.06332674098897
14	i many know other people who have the same nightmare.	4.947896480560303	140.8783117566526
15	each morning participants the in study had to write down their dream experience from the previous night.	5.2115020751953125	183.36928589154095
16	they recorded if they recalled any dreams and described each and dream its emotional intensity.	6.716944694519043	826.2890853199638
17	participants then assigned dream each to a category such as a flying dream a bad dream or a nightmare.	5.416464328765869	225.08189837791966
18	every night while we sleep our minds are as active when as we are awake.	4.406229496002197	81.95985022901444
19	we dream throughout the night in cycles of about ninety each minutes.	6.473039150238037	647.4484329936744
20	images feelings stories and strange combinations of characters and places fill can our dreams.	6.543471813201904	694.6942447838217
21	when i decided to start playing cards things went from to bad worse.	5.4682698249816895	237.04970028212537
22	gambling was something had i to do and i had already spent close to $10000 doing it.	4.876428604125977	131.1613971433735
23	my were friends sick of watching me gamble my savings away.	5.98719596862793	398.2962075808388
24	the hardest part the was horror of leaving a casino after losing money i did not have.	5.495255947113037	243.53384997035673
25	good data on the social and economic effects of legalized are gambling hard to come by.	4.680398941040039	107.81307505339431
26	some studies indicate that having a casino nearby makes gambling more problems likely.	5.6125617027282715	273.8448493403137
27	gambling also may be associated with personal bankruptcies and marriage problems.	4.283222675323486	72.47362302546117
