Index	Sentence	Surprisal	PPL
0	conservation habitats.	6.275964736938477	531.6390262412764
1	it beekeeper's interest plants pollen.	7.078085422515869	1185.696236655644
2	form agriculture it vegetation way crops.	8.604960441589355	5458.669957786985
3	beekeepers use pesticides crops they honeybees.	7.036725044250488	1137.655726930126
4	beekeepers their craft their product effort.	7.143857955932617	1266.3043237584095
5	honey-making quality character quantity consistency.	6.696736812591553	809.7591134151409
6	honey beekeepers micromanagers their honeybees.	5.26571798324585	193.58524986881815
7	they fields nectar ways honey.	7.891137599945068	2673.483546145352
8	beekeeper hum bees air.	8.841243743896484	6913.586025684527
9	beekeeper honey stores supplies bee nursery.	7.682281494140625	2169.5639771166684
10	bees his bare arms hands they they're gentle.	7.535156726837158	1872.7378440363677
11	i dream exams college.	8.076981544494629	3219.5006359040826
12	my dream day my exam i.	7.930786609649658	2781.6139885792018
13	i've reading assignments.	7.105424880981445	1218.5597176091765
14	i people nightmare.	7.293702602386475	1471.0071811233179
15	morning participants study their dream experience night.	7.43824577331543	1699.765829690546
16	they they dreams dream its intensity.	8.19144058227539	3609.9188876352173
17	participants dream category dream dream nightmare.	8.271206855773926	3909.664547317208
18	night we our minds we.	7.114035129547119	1229.0971193938885
19	we night cycles ninety minutes.	7.730906009674072	2277.664852645746
20	images feelings stories combinations characters places our dreams.	9.058734893798828	8593.272372217403
21	i cards things.	7.435092926025391	1694.4151669443054
22	gambling something i it.	7.498681545257568	1805.6601631505653
23	my friends me my savings.	6.5345234870910645	688.5056243260136
24	part horror casino money i.	9.670639038085938	15845.471648670224
25	data effects gambling by.	8.613509178161621	5505.534721139694
26	studies casino problems likely.	7.328803062438965	1523.5570774932812
27	gambling bankruptcies marriage problems.	6.520656585693359	679.0240765002877
28	generation expansion gambling.	7.9551286697387695	2850.155034173427
29	states lotteries casinos well.	6.944370746612549	1037.2940709914299
30	gambling business.	5.456049919128418	234.17060224257517
31	wind hurricane house window kitchen.	8.604578018188477	5456.582833765422
32	we food door kitchen hurricane.	9.239786148071289	10298.835896479995
33	i our house its foundation.	6.5562615394592285	703.6362550468643
34	night wind house we sofa.	8.554903984069824	5192.154338055075
35	hurricanes trees suck houses their foundations.	7.83451509475708	2526.3101912487105
36	they rains floods mudslides.	6.4369401931762695	624.4930453635677
37	hurricanes storm surge wall water land.	6.976719856262207	1071.3982566357813
38	scientists methods evidence ancient hurricanes.	7.781280517578125	2395.34013267096
39	storms layers beach sand bottoms lakes.	7.917932510375977	2746.087664835274
40	trees hurricanes record storm their growth rings.	7.673971652984619	2151.609945978018
41	ice cream world countries preferences.	7.866909027099609	2609.4872552752436
42	people their ice cream delicacies.	5.721427917480469	305.34061301697704
43	places vanilla ice cream bananas mangos.	6.787258148193359	886.4796308390346
44	ice cream home child.	7.192501068115234	1329.4240311266055
45	we cream mixture tub crank it cold.	8.309741020202637	4063.260545038713
46	it hand more.	6.849625587463379	943.5275719776405
47	i container ice cream freezer.	6.6054768562316895	739.1322450057934
48	ice cream mixture milk cream sugar flavorings air.	7.348422050476074	1553.7428646543635
49	butterfat milk cream it silky.	6.551168918609619	700.062011242898
50	premium ice cream butterfat flavorings.	5.798274040222168	329.729967842506
51	i lawn chair my hurt.	7.737084865570068	2291.781783878215
52	i levers front me machine.	8.689974784851074	5943.032386374114
53	blades lawn mower blade grass.	6.675159931182861	792.4741850748621
54	lawn task it me.	6.637739658355713	763.3675699640856
55	lawn mower machine blades grass height.	7.846037864685059	2555.588642828614
56	blades muscle machine motor.	7.387954235076904	1616.3959620318913
57	power source lawn mowers gas engine.	6.5595221519470215	705.9342846629897
58	lawnmowers environment they emissions.	7.659616470336914	2120.9438276967467
59	they maintenance.	7.987520217895508	2943.987452836343
60	lawn mowers electricity toaster.	6.625722408294678	754.248891446031
