Index	Sentence	Surprisal	PPL
0	conservation habitats.	37.65578842163086	2.2578813858565164e+16
1	it beekeeper's interest plants pollen.	70.78085422515869	5.492049139514163e+30
2	form agriculture it vegetation way crops.	77.4446439743042	4.303100913608408e+33
3	beekeepers use pesticides crops they honeybees.	77.40397548675537	4.131611059487971e+33
4	beekeepers their craft their product effort.	71.43857955932617	1.0601831503108229e+31
5	honey-making quality character quantity consistency.	73.66410493850708	9.815542077427974e+31
6	honey beekeepers micromanagers their honeybees.	68.45433378219604	5.362155744527488e+29
7	they fields nectar ways honey.	71.02023839950562	6.977464577107991e+30
8	beekeeper hum bees air.	70.72994995117188	5.219476770584935e+30
9	beekeeper honey stores supplies bee nursery.	76.82281494140625	2.3105991717331405e+33
10	bees his bare arms hands they they're gentle.	90.4218807220459	1.860903449391763e+39
11	i dream exams college.	56.5388708114624	3.585251337220059e+24
12	my dream day my exam i.	71.37707948684692	9.969462761601708e+30
13	i've reading assignments.	49.73797416687012	3.989584994126797e+21
14	i people nightmare.	43.76221561431885	1.0131850131468206e+19
15	morning participants study their dream experience night.	74.3824577331543	2.0132186451866813e+32
16	they they dreams dream its intensity.	73.72296524047852	1.0410629564163336e+32
17	participants dream category dream dream nightmare.	82.71206855773926	8.344397060766264e+35
18	night we our minds we.	56.91228103637695	5.208223425979979e+24
19	we night cycles ninety minutes.	61.84724807739258	7.24300126270273e+26
20	images feelings stories combinations characters places our dreams.	99.64608383178711	1.8868803050776176e+43
21	i cards things.	44.610557556152344	2.366567964255875e+19
22	gambling something i it.	59.98945236206055	1.1300252122662148e+26
23	my friends me my savings.	52.276187896728516	5.049634431472179e+22
24	part horror casino money i.	77.3651123046875	3.974123560552703e+33
25	data effects gambling by.	60.29456424713135	1.5331919886858709e+26
26	studies casino problems likely.	58.63042449951172	2.903152381360482e+25
27	gambling bankruptcies marriage problems.	58.685909271240234	3.0687857015185704e+25
28	generation expansion gambling.	47.73077201843262	5.3605691736116815e+20
29	states lotteries casinos well.	62.49933671951294	1.3903273300635434e+27
30	gambling business.	32.73629951477051	164889969318769.3
31	wind hurricane house window kitchen.	68.83662414550781	7.858977026576877e+29
32	we food door kitchen hurricane.	73.91828918457031	1.2656251739577429e+32
