Index	Sentence	Surprisal	PPL
0	beekeeping conservation habitats the of encourages local.	8.981245040893555	7952.527175888141
1	it beekeeper's conserve plants pollen in to every that is interest local produce.	7.4179301261901855	1665.5823919186573
2	passive agriculture does require vegetation cleared way as of to a that for form it not native be make crops.	7.29996919631958	1480.2543296009467
3	beekeepers discourage pesticides they honeybees the on could of because the also use crops kill.	7.7722296714782715	2373.7580929625738
4	artisanal go their their is to but the for worth beekeepers extremes craft product effort.	8.420182228088379	4537.730281768844
5	artisanal emphasizes character consistency and and over honey-making quality quantity.	7.068688869476318	1174.6069611558537
6	produce honey become their to of the finest beekeepers micromanagers honeybees.	6.32749605178833	559.7532444936265
7	they fields nectar select ways honey the and to when the scout know flows best extract.	8.030387878417969	3072.9333666738703
8	beekeeper hive hum fills as the of the the the 40000 opens deep bees air.	7.744574069976807	2309.0098377978743
9	beekeeper honey pollen bee the the and checks stores supplies nursery.	8.863069534301758	7066.139246671946
10	bees his arms they sting gentle across but and because crawl bare hands don't they're.	7.8237738609313965	2499.3197177613397
11	i recurring exams i'm college a though in about no have dream even longer.	7.640870094299316	2081.554177288263
12	my it's my exam suddenly i've gone in of to the and dream day final i realize never class.	6.5965776443481445	732.5837320675367
13	i've even reading any the of never done assignments.	7.367708683013916	1584.0001752530488
14	i many people same who the know other have nightmare.	7.625966548919678	2050.7616688762037
15	morning study write dream previous each the down the in to from participants had their experience night.	7.98724365234375	2943.173359902301
16	they they dreams dream emotional if and and any each recorded recalled described its intensity.	8.72326946258545	6144.23463006476
17	participants assigned category flying bad nightmare each a a or to as a a then dream such dream dream.	8.029428482055664	3069.986619355633
18	night sleep minds as we awake every as while when we our are active are.	7.322565078735352	1514.0827343937467
19	we night ninety each throughout in about the of dream cycles minutes.	8.191022872924805	3608.411305648462
20	images stories combinations places our and and of can feelings strange characters fill dreams.	9.138261795043945	9304.5778042069
21	i start cards went worse when from to to decided playing things bad.	7.335354804992676	1533.5718023566715
22	gambling something had i already close doing to to and was i do had spent $10000 it.	7.092917442321777	1203.4135738696052
23	my were watching gamble savings of friends sick me my away.	8.408123970031738	4483.341733627754
24	hardest was leaving losing i not the of after the a part horror casino money did have.	7.738852024078369	2295.835306110036
25	good social effects gambling hard by on and to the of data economic legalized are come.	7.941201210021973	2810.7347640676494
26	studies having nearby gambling more some a that indicate casino makes problems likely.	7.97448205947876	2905.8524235501736
27	gambling be personal marriage may and with also associated bankruptcies problems.	7.331278324127197	1527.3329511668846
28	past has dramatic legalized over there of the a generation been expansion gambling.	8.324315071105957	4122.912339351218
29	most have lotteries have well and as states instituted many casinos.	7.1607842445373535	1287.9205816290723
30	gambling become big business but has very controversial.	6.301258563995361	545.2577202023076
31	wind shook shattering kitchen the the a the from the in hurricane house window.	8.03827953338623	3097.2798371620775
32	we grabbed slammed surrendered hurricane in the the the some and to ran food door kitchen.	8.7364501953125	6225.756221452642
33	i afraid house ripped foundation would from was our be its.	8.706938743591309	6044.7097293482775
34	later wind house fell huddled that the on with the the night shaking we asleep sofa.	7.951430320739746	2839.633634052984
35	hurricanes limbs suck their can of off off and tear trees houses foundations.	7.706056594848633	2221.76364654152
36	they heavy trigger mudslides that and can dump rains floods.	6.966117858886719	1060.0992967380207
37	hurricanes bring surge ocean lurches can a that a of onto also storm wall water land.	7.784614562988281	2403.339633385266
38	scientists several look ancient to of for use methods evidence hurricanes.	8.505999565124512	4944.343946202994
39	strongest deposited windblown sand coastal the at of of the storms layers beach bottoms lakes.	7.5958662033081055	1989.952808882796
40	trees passing preserve storm growth by of in a each drenched hurricanes record their rings.	7.815605640411377	2478.987873694225
41	american cream exported different have preferences around but the ice is world countries different.	7.499212741851807	1806.6195784760994
42	many enjoy ice flavored delicacies with people their cream local.	7.391205787658691	1621.6603125134736
43	tropical vanilla cream topped fresh in with some and places ice is bananas mangos.	6.8078508377075195	904.9238872776849
44	i making cream child at a as remember ice home.	8.076931953430176	3219.3409813992916
45	we cream frozen then turning expose cold the a to the into the to poured mixture tub start crank it.	8.207611083984375	3668.7676115390054
46	eventually froze couldn't hand more enough the that any it i turn crank.	7.593513011932373	1985.2755744670158
47	then put half-frozen cream harden the into to of the i container ice freezer.	6.583934783935547	723.3800810338965
48	ice is milk sugar up whipped-in a or to of and cream mixture cream flavorings half air.	7.303388595581055	1485.3245738168123
49	butterfat cream makes smooth the and and in what milk is it silky.	6.506869792938232	669.7267497065012
50	high-priced ice is butterfat flavorings with and premium cream loaded natural.	7.0217742919921875	1120.7734339581416
51	i riding mower chair my hurt when the the use lawn uncomfortable makes back.	8.294937133789062	4003.551550504352
52	i levers me machine the in to two of the use front control.	7.036917686462402	1137.8749085568975
53	sharp lawn precisely blade the the of underneath each blades mower sever grass.	8.677887916564941	5871.632108825901
54	mowing is task has me the and a lawn long it taught patience.	7.442346096038818	1706.7497264769986
55	lawn is revolving cut even a with to a that an mower machine blades grass height.	7.757953643798828	2340.1110015788536
56	blades powered machine motor the by the a may or may be muscle have.	7.277819633483887	1447.827785901079
57	most power lawn is gas the a for common source mowers small engine.	7.723615646362305	2261.1202298012076
58	electric are environment do create for because the lawnmowers better they not emissions.	7.4913482666015625	1792.4671870243942
59	they need maintenance less run and to also less are expensive.	6.488585472106934	657.5925220553182
60	electric mowers much ordinary as an as lawn use electricity toaster.	7.607595920562744	2013.4318245903391
61	astronauts long their a for train time spacewalks.	5.883492469787598	359.06106437926275
62	much training conducted of their is underwater.	7.55462646484375	1909.5568240867194
63	they hours hour spend space may to in for will 8 10 the every in spend pool they floating.	8.514638900756836	4987.244843826108
