Index	Sentence	Surprisal	PPL
0	artisanal honey-making emphasizes quality and character over quantity and consistency.	5.1075592041015625	165.26648043909924
1	beekeeping encourages the conservation of local habitats.	5.381154537200928	217.2729804116241
2	the beekeeper checks honey stores pollen supplies and the bee nursery.	6.5653791427612305	710.0810672631144
3	bees crawl across his bare arms and hands but they don't sting because they're gentle.	4.527347564697266	92.51285100915854
4	as a passive form of agriculture it does not require that native vegetation be cleared to make way for crops.	3.775308132171631	43.61094418054331
5	it is in every beekeeper's interest to conserve local plants that produce pollen.	4.173642158508301	64.95158579904928
6	as the beekeeper opens the hive the deep hum of 40000 bees fills the air.	4.503702163696289	90.35100710616788
7	artisanal beekeepers go to extremes for their craft but their product is worth the effort.	4.492995262145996	89.38878815211744
8	they scout the fields know when nectar flows and select the best ways to extract honey.	5.264007091522217	193.25432963206845
9	beekeepers also discourage the use of pesticides on crops because they could kill the honeybees.	3.5689022541046143	35.47762634901507
10	to produce the finest honey beekeepers become micromanagers of their honeybees.	4.741546630859375	114.61132608557305
11	images feelings stories and strange combinations of characters and places can fill our dreams.	5.951813220977783	384.4497998936708
12	every night while we sleep our minds are as active as when we are awake.	3.4033451080322266	30.064501031591547
13	each morning participants in the study had to write down their dream experience from the previous night.	3.761859178543091	43.02834904340423
14	we dream throughout the night in cycles of about ninety minutes each.	5.036334991455078	153.90491727747124
15	they recorded if they recalled any dreams and described each dream and its emotional intensity.	5.552915573120117	257.98864520508727
16	i have a recurring dream about exams even though i'm no longer in college.	3.873716354370117	48.12088846044823
17	in my dream it's the day of my final exam and i suddenly realize i've never gone to class.	3.4434282779693604	31.294059211104667
18	i've never even done any of the reading assignments.	4.916139125823975	136.47468312672888
19	i know many other people who have the same nightmare.	3.993230104446411	54.22977459854078
20	participants then assigned each dream to a category such as a flying dream a bad dream or a nightmare.	4.440433025360107	84.81165932273721
21	most states have instituted lotteries and many have casinos as well.	4.42429256439209	83.45374818119312
22	my friends were sick of watching me gamble my savings away.	4.805543899536133	122.1859298220799
23	some studies indicate that having a casino nearby makes gambling problems more likely.	5.058650493621826	157.37799035128006
24	over the past generation there has been a dramatic expansion of legalized gambling.	3.836984395980835	46.385383367838955
25	the hardest part was the horror of leaving a casino after losing money i did not have.	4.672392845153809	106.95335931219297
26	gambling was something i had to do and i had already spent close to $10000 doing it.	4.023301601409912	55.88531259766434
27	gambling has become very big but controversial business.	5.6362223625183105	280.40146014695006
28	when i decided to start playing cards things went from bad to worse.	3.735917568206787	41.92647832242134
29	good data on the social and economic effects of legalized gambling are hard to come by.	3.4298324584960938	30.871470063847067
30	gambling may also be associated with personal bankruptcies and marriage problems.	4.523951053619385	92.19916310963855
31	later that night with the wind shaking the house we fell asleep huddled on the sofa.	4.0494537353515625	57.36611140603888
32	the strongest storms deposited layers of windblown beach sand at the bottoms of coastal lakes.	4.71243953704834	111.3234064876068
33	they dump heavy rains that can trigger floods and mudslides.	4.473435878753662	87.65738634762933
34	hurricanes can also bring a storm surge a wall of ocean water that lurches onto land.	4.250378608703613	70.1319598912213
35	the wind from the hurricane shook the house shattering a window in the kitchen.	4.346292018890381	77.19170622110708
36	scientists use several methods to look for evidence of ancient hurricanes.	4.146470546722412	63.210507593394965
37	i was afraid our house would be ripped from its foundation.	4.37962532043457	79.80812532874594
38	trees drenched by passing hurricanes preserve a record of each storm in their growth rings.	5.339180946350098	208.3419971138512
39	we ran in grabbed some food slammed the door and surrendered the kitchen to the hurricane.	5.548549175262451	256.8646198940516
40	hurricanes can tear limbs off of trees and suck houses off their foundations.	4.490052700042725	89.12614270642456
41	in some tropical places vanilla ice cream is topped with bananas and fresh mangos.	4.610121250152588	100.49633409353414
42	american ice cream is exported around the world but different countries have different preferences.	4.045359134674072	57.13170032480322
43	we poured the cream mixture into a frozen tub then start turning the crank to expose it to the cold.	4.626882076263428	102.19493085178851
44	high-priced premium ice cream is loaded with butterfat and natural flavorings.	4.132033824920654	62.304510628908304
45	the butterfat in milk and cream is what makes it smooth and silky.	3.4625985622406006	31.899762424033355
46	then i put the container of half-frozen ice cream into the freezer to harden.	3.6653151512145996	39.068446691585834
47	ice cream is a mixture of milk or cream sugar flavorings and up to half whipped-in air.	4.7212815284729	112.31209162453202
48	eventually it froze enough that i couldn't turn the hand crank any more.	4.303686618804932	73.97199819377403
49	many people enjoy their ice cream flavored with local delicacies.	4.922579765319824	137.35650405812405
50	i remember making ice cream at home as a child.	4.0799641609191895	59.143350168592676
51	a lawn mower is a machine with revolving blades that cut grass to an even height.	3.4400582313537598	31.18877427998006
52	the sharp blades underneath the lawn mower precisely sever each blade of grass.	5.128047943115234	168.68750882859976
53	electric lawnmowers are better for the environment because they do not create emissions.	3.480156183242798	32.46479213643687
54	when i use the riding lawn mower the uncomfortable chair makes my back hurt.	4.60347318649292	99.83044395943121
55	the most common power source for lawn mowers is a small gas engine.	3.860653877258301	47.496398031918154
56	mowing the lawn is a long task and it has taught me patience.	4.248579025268555	70.00586507103753
57	the blades may be powered by muscle or the machine may have a motor.	4.470431327819824	87.39441052557731
58	they also need less maintenance and are less expensive to run.	4.039156913757324	56.778453487877194
59	electric lawn mowers use as much electricity as an ordinary toaster.	4.0465989112854	57.20257479580896
60	i use the two levers in front of me to control the machine.	3.949042797088623	51.88567793546717
61	they may spend 8 to 10 hours in the pool for every hour they will spend floating in space.	4.037726402282715	56.69728932562587
62	they carried tools needed to repair the broken part on the huge telescope.	5.5128607749938965	247.85918314331377
63	the team of astronauts floated out together to the exterior of the space shuttle.	4.69196081161499	109.06682978193363
64	astronauts train a long time for their spacewalks.	4.2873687744140625	72.77472962553963
65	astronauts practice to be able to perform construction and repair work on the outside of the space station.	3.5391669273376465	34.43821769959773
66	early crews were all young men but astronauts now are much more diverse.	5.351093769073486	210.83878073403895
67	the commanders of shuttle flights are always pilots and many have backgrounds as military test pilots.	4.998555660247803	148.19895480626363
68	one astronaut loosened the bolts on the pipe while the other fitted the replacement part into place.	4.509408950805664	90.86809512109834
