Index	Sentence	Surprisal	PPL
0	beekeeping encourages conservation habitats.	7.614599704742432	2027.5829644688208
1	it is beekeeper's interest conserve plants produce pollen.	6.7427978515625	847.929801879155
2	form agriculture it does require vegetation be cleared make way crops.	7.7954254150390625	2429.4627346544517
3	beekeepers discourage use pesticides crops they kill honeybees.	6.989945888519287	1085.6627277786984
4	beekeepers go extremes their craft their product is effort.	7.5944504737854	1987.13756722305
5	honey-making emphasizes quality character quantity consistency.	6.987085342407227	1082.5615770906684
6	produce honey beekeepers become micromanagers their honeybees.	5.549213886260986	257.0354173912284
7	they scout fields know nectar flows select ways extract honey.	7.643793106079102	2087.6474857364897
8	beekeeper opens hum bees fills air.	8.9234619140625	7506.029531420802
9	beekeeper checks honey stores pollen supplies bee nursery.	8.759836196899414	6373.067564260113
10	bees crawl his bare arms hands they don't sting they're gentle.	6.6734514236450195	791.121392912986
11	i have dream exams college.	7.68411111831665	2173.537097370727
12	my dream it's day my exam i realize gone class.	7.04941463470459	1152.1840967613002
13	i've done reading assignments.	6.283532619476318	535.6776706623283
14	i know people have nightmare.	6.167718410491943	477.0963253755818
15	morning participants study had write their dream experience night.	8.100796699523926	3297.093822257804
16	they recorded they recalled dreams described dream its intensity.	8.249030113220215	3823.9152574620725
17	participants assigned dream category flying dream dream nightmare.	8.392370223999023	4413.265735601697
18	night we sleep our minds are we are.	5.791539192199707	327.5167478364556
19	we dream night cycles ninety minutes each.	7.488255977630615	1786.9329216949964
20	images feelings stories combinations characters places fill our dreams.	8.815715789794922	6739.32998219412
21	i decided start playing cards things went worse.	6.846875190734863	940.9360623039352
22	gambling was something i had do i had spent $10000 doing it.	5.5644731521606445	260.9876666941137
23	my friends were watching me my savings away.	5.970638751983643	391.7558256586538
24	part was horror leaving casino losing money i did have.	8.050419807434082	3135.1108379000266
25	data effects gambling are come by.	8.212553024291992	3686.9433167110083
26	studies indicate having casino makes gambling problems likely.	7.295116901397705	1473.0890970038513
27	gambling be associated bankruptcies marriage problems.	7.149357795715332	1273.2879815511155
28	generation has been expansion gambling.	6.991698265075684	1087.5668856045002
29	states have instituted lotteries have casinos well.	7.0944671630859375	1205.279974699429
30	gambling has become business.	5.114149570465088	166.35924399373292
31	wind hurricane shook house shattering window kitchen.	8.48322582244873	4833.01522689141
32	we ran food slammed door surrendered kitchen hurricane.	9.48890495300293	13212.319291553662
33	i was our house be ripped its foundation.	6.589238166809082	727.2266334211026
34	night wind shaking house we fell huddled sofa.	7.92808723449707	2774.1154940724437
35	hurricanes tear limbs trees suck houses their foundations.	8.475384712219238	4795.2672083486605
36	they dump rains trigger floods mudslides.	6.944338798522949	1037.260931956876
37	hurricanes bring storm surge wall water lurches land.	6.942619323730469	1035.4789204321567
38	scientists use methods look evidence ancient hurricanes.	8.19623851776123	3627.2806625993785
39	storms deposited layers beach sand bottoms lakes.	8.350918769836426	4234.069091575321
40	trees drenched passing hurricanes preserve record storm their growth rings.	7.685397148132324	2176.33412903098
41	ice cream is exported world countries have preferences.	7.823645114898682	2498.9979609760912
42	people enjoy their ice cream flavored delicacies.	4.928526878356934	138.1758125594905
43	places vanilla ice cream is topped bananas mangos.	7.013791084289551	1111.861686343306
44	remember making ice cream home child.	7.11384916305542	1228.868569766582
45	we poured cream mixture tub start turning crank expose it cold.	8.669868469238281	5824.73316754725
46	it froze i couldn't turn hand crank more.	6.849781513214111	943.6747036931514
47	i put container ice cream freezer harden.	6.894509315490723	986.8413782159977
48	ice cream is mixture milk cream sugar flavorings half air.	7.940363883972168	2808.38224767968
49	butterfat milk cream is makes it silky.	6.08179235458374	437.81320840414566
50	premium ice cream is loaded butterfat flavorings.	5.878359317779541	357.2226717666818
51	i use riding lawn mower chair makes my hurt.	6.519279479980469	678.089632127366
52	i use levers front me control machine.	7.903310775756836	2706.227224312175
53	blades lawn mower blade grass.	6.675159931182861	792.4741850748621
54	mowing lawn is task it has taught me patience.	6.135463237762451	461.95303855342297
55	lawn mower is machine revolving blades cut grass height.	7.821500301361084	2493.643820188304
56	blades be powered muscle machine have motor.	8.065190315246582	3181.7616973258305
57	power source lawn mowers is gas engine.	6.437109470367432	624.5987667400435
