Index	Sentence	Surprisal	PPL
0	conservation habitats.	6.805988311767578	903.240011681727
1	it beekeeper's interest plants pollen.	8.479641914367676	4815.725146100745
2	form agriculture it vegetation way crops.	8.958416938781738	7773.042514940223
3	beekeepers use pesticides crops they honeybees.	7.007908821105957	1105.3406213935637
4	beekeepers their craft their product effort.	7.7844390869140625	2402.917941780861
5	honey-making quality character quantity consistency.	7.586785793304443	1971.965013366118
6	honey beekeepers micromanagers their honeybees.	6.0448174476623535	421.92072783683625
7	they fields nectar ways honey.	8.50153636932373	4922.325543835925
8	beekeeper hum bees air.	8.99659538269043	8075.54293764344
9	beekeeper honey stores supplies bee nursery.	7.443722248077393	1709.1000904505872
10	bees his bare arms hands they they're gentle.	7.7181291580200195	2248.748589483871
11	i dream exams college.	8.889975547790527	7258.841686607154
12	my dream day my exam i.	7.662553787231445	2127.182870371136
13	i've reading assignments.	8.52737045288086	5051.146129628873
14	i people nightmare.	8.27558708190918	3926.827323126064
15	morning participants study their dream experience night.	8.388678550720215	4397.0034364301055
16	they they dreams dream its intensity.	8.501065254211426	4920.007108052489
17	participants dream category dream dream nightmare.	7.646387577056885	2093.070858900026
18	night we our minds we.	7.98479700088501	2935.981242398092
19	we night cycles ninety minutes.	8.38634967803955	4386.775289898555
20	images feelings stories combinations characters places our dreams.	8.535879135131836	5094.308092360413
21	i cards things.	8.294858932495117	4003.238479834151
22	gambling something i it.	7.371103763580322	1589.3871228513672
23	my friends me my savings.	7.313453674316406	1500.3499716595288
24	part horror casino money i.	9.501859664916992	13384.59456060421
25	data effects gambling by.	9.697540283203125	16277.519827506361
26	studies casino problems likely.	8.261500358581543	3871.8989815543937
27	gambling bankruptcies marriage problems.	7.597858905792236	1993.9221463291804
28	generation expansion gambling.	9.92689323425293	20473.634885770367
29	states lotteries casinos well.	7.10227108001709	1214.7226766088736
30	gambling business.	6.513489723205566	674.1750014009315
31	wind hurricane house window kitchen.	9.27480411529541	10665.869066426108
32	we food door kitchen hurricane.	9.245721817016602	10360.148161523843
33	i our house its foundation.	7.771127223968506	2371.1425912557775
34	night wind house we sofa.	9.158909797668457	9498.695930271679
35	hurricanes trees suck houses their foundations.	8.365437507629395	4295.990855718953
36	they rains floods mudslides.	7.125638008117676	1243.4412396394632
37	hurricanes storm surge wall water land.	7.038490295410156	1139.6657485959765
38	scientists methods evidence ancient hurricanes.	8.710210800170898	6064.520755313512
39	storms layers beach sand bottoms lakes.	8.115775108337402	3346.8507509787214
40	trees hurricanes record storm their growth rings.	7.420979976654053	1670.669923310738
41	ice cream world countries preferences.	7.964134216308594	2875.938159381847
42	people their ice cream delicacies.	6.786332607269287	885.659537235975
43	places vanilla ice cream bananas mangos.	7.012872695922852	1110.84103425443
44	ice cream home child.	8.125356674194336	3379.072944882421
45	we cream mixture tub crank it cold.	9.408132553100586	12187.09096748432
