Index	Sentence	Surprisal	PPL
0	its doctors.	32.84454345703125	183740115068934.78
1	images ligaments chamber documentary jacket.	80.04005241394043	5.767041738868911e+34
2	factor compartments world spears density studies.	93.4546947479248	3.8624087917667285e+40
3	horror computer sea attack food collar.	82.21324920654297	5.0671116032092845e+35
4	dreams their glimpse water firearm forest.	85.78712463378906	1.8066534170300932e+37
5	shots horse silk facility character.	79.49015045166016	3.327619853968359e+34
6	i foods chairs apple tip.	71.27494812011719	9.001536907848426e+30
7	bear sharp law research eagle.	70.26667785644531	3.2842064881022736e+30
8	director doors areas theft.	68.21045970916748	4.201711794356829e+29
9	their evidence igloos refrigerators race bird.	93.01524925231934	2.4889116648967935e+40
10	team them sex collarbone train dress soldier mind.	108.73955154418945	1.6787545403768852e+47
11	lawn storm castles countries.	64.4615249633789	9.892010909699952e+27
12	telescope hundreds articles land damage igloo.	98.68407440185547	7.210227441657954e+42
13	animals drought their.	54.580101013183594	5.056344919323218e+23
14	eagles revolving she.	63.55683517456055	4.002974315677039e+27
15	keyboards hour train order care axis they.	99.23355865478516	1.2490704766855924e+43
16	doctor's salads its space opening bodies.	87.77974128723145	1.3251262705921897e+38
17	castle animals cream walls gambling vitamins.	93.69845294952393	4.92857169855906e+40
18	end garage they part army.	68.00363159179688	3.416661466685869e+29
19	insect confusion orange building lettuce.	75.83933544158936	8.641813579121373e+32
20	one kitchen problems strength women's scientist accordionist table.	114.66626930236816	6.294018548556801e+49
21	bit surfaces feet.	51.1171989440918	1.5845919006131826e+22
22	prey day's resources repertoire.	66.58243560791016	8.248678486628454e+28
23	sentence law bananas pharmacies taste.	85.22017478942871	1.0248295936267256e+37
24	blubber office hammer tastes lawn.	80.6645679473877	1.0769033914255557e+35
25	tip share cars liquid.	62.68048667907715	1.666439256302594e+27
26	blade use shoe arms.	57.611632347106934	1.0481272730297043e+25
27	toll instrument arson plastic.	69.79096984863281	2.040953414673459e+30
28	person hammers building.	49.353599548339844	2.716413911283362e+21
29	spikes documents beekeepers apples.	73.72818374633789	1.0465099497763504e+32
30	string singer.	37.89337873458862	2.8634215235136424e+16
31	together profession air milk flapping.	79.64130878448486	3.8706235677804615e+34
32	it independence farm symptoms types.	76.25172424316406	1.3052781689721193e+33
33	their beekeeper's waves atlantic pulp.	85.0210189819336	8.39768131778492e+36
34	our levels elephant artist face.	74.34500885009766	1.9392200851650505e+32
35	lawn trail furniture brand reason orange.	82.7078628540039	8.309376693143847e+35
36	backgrounds something tuxedo blindness.	68.81125450134277	7.662105416336998e+29
37	metal grenades heat axe plastic movement.	82.30860900878906	5.574099357088294e+35
