243sentences.0,Original,beekeeping encourages the conservation of local habitats.
243sentences.1,Original,it is in every beekeeper's interest to conserve local plants that produce pollen.
243sentences.2,Original,as a passive form of agriculture it does not require that native vegetation be cleared to make way for crops.
243sentences.3,Original,beekeepers also discourage the use of pesticides on crops because they could kill the honeybees.
243sentences.4,Original,artisanal beekeepers go to extremes for their craft but their product is worth the effort.
243sentences.5,Original,artisanal honey-making emphasizes quality and character over quantity and consistency.
243sentences.6,Original,to produce the finest honey beekeepers become micromanagers of their honeybees.
243sentences.7,Original,they scout the fields know when nectar flows and select the best ways to extract honey.
243sentences.8,Original,as the beekeeper opens the hive the deep hum of 40000 bees fills the air.
243sentences.9,Original,the beekeeper checks honey stores pollen supplies and the bee nursery.
243sentences.10,Original,bees crawl across his bare arms and hands but they don't sting because they're gentle.
243sentences.11,Original,i have a recurring dream about exams even though i'm no longer in college.
243sentences.12,Original,in my dream it's the day of my final exam and i suddenly realize i've never gone to class.
243sentences.13,Original,i've never even done any of the reading assignments.
243sentences.14,Original,i know many other people who have the same nightmare.
243sentences.15,Original,each morning participants in the study had to write down their dream experience from the previous night.
243sentences.16,Original,they recorded if they recalled any dreams and described each dream and its emotional intensity.
243sentences.17,Original,participants then assigned each dream to a category such as a flying dream a bad dream or a nightmare.
243sentences.18,Original,every night while we sleep our minds are as active as when we are awake.
243sentences.19,Original,we dream throughout the night in cycles of about ninety minutes each.
243sentences.20,Original,images feelings stories and strange combinations of characters and places can fill our dreams.
243sentences.21,Original,when i decided to start playing cards things went from bad to worse.
243sentences.22,Original,gambling was something i had to do and i had already spent close to $10000 doing it.
243sentences.23,Original,my friends were sick of watching me gamble my savings away.
243sentences.24,Original,the hardest part was the horror of leaving a casino after losing money i did not have.
243sentences.25,Original,good data on the social and economic effects of legalized gambling are hard to come by.
243sentences.26,Original,some studies indicate that having a casino nearby makes gambling problems more likely.
243sentences.27,Original,gambling may also be associated with personal bankruptcies and marriage problems.
243sentences.28,Original,over the past generation there has been a dramatic expansion of legalized gambling.
243sentences.29,Original,most states have instituted lotteries and many have casinos as well.
243sentences.30,Original,gambling has become very big but controversial business.
243sentences.31,Original,the wind from the hurricane shook the house shattering a window in the kitchen.
243sentences.32,Original,we ran in grabbed some food slammed the door and surrendered the kitchen to the hurricane.
243sentences.33,Original,i was afraid our house would be ripped from its foundation.
243sentences.34,Original,later that night with the wind shaking the house we fell asleep huddled on the sofa.
243sentences.35,Original,hurricanes can tear limbs off of trees and suck houses off their foundations.
243sentences.36,Original,they dump heavy rains that can trigger floods and mudslides.
243sentences.37,Original,hurricanes can also bring a storm surge a wall of ocean water that lurches onto land.
243sentences.38,Original,scientists use several methods to look for evidence of ancient hurricanes.
243sentences.39,Original,the strongest storms deposited layers of windblown beach sand at the bottoms of coastal lakes.
243sentences.40,Original,trees drenched by passing hurricanes preserve a record of each storm in their growth rings.
243sentences.41,Original,american ice cream is exported around the world but different countries have different preferences.
243sentences.42,Original,many people enjoy their ice cream flavored with local delicacies.
243sentences.43,Original,in some tropical places vanilla ice cream is topped with bananas and fresh mangos.
243sentences.44,Original,i remember making ice cream at home as a child.
243sentences.45,Original,we poured the cream mixture into a frozen tub then start turning the crank to expose it to the cold.
243sentences.46,Original,eventually it froze enough that i couldn't turn the hand crank any more.
243sentences.47,Original,then i put the container of half-frozen ice cream into the freezer to harden.
243sentences.48,Original,ice cream is a mixture of milk or cream sugar flavorings and up to half whipped-in air.
243sentences.49,Original,the butterfat in milk and cream is what makes it smooth and silky.
243sentences.50,Original,high-priced premium ice cream is loaded with butterfat and natural flavorings.
243sentences.51,Original,when i use the riding lawn mower the uncomfortable chair makes my back hurt.
243sentences.52,Original,i use the two levers in front of me to control the machine.
243sentences.53,Original,the sharp blades underneath the lawn mower precisely sever each blade of grass.
243sentences.54,Original,mowing the lawn is a long task and it has taught me patience.
243sentences.55,Original,a lawn mower is a machine with revolving blades that cut grass to an even height.
243sentences.56,Original,the blades may be powered by muscle or the machine may have a motor.
243sentences.57,Original,the most common power source for lawn mowers is a small gas engine.
243sentences.58,Original,electric lawnmowers are better for the environment because they do not create emissions.
243sentences.59,Original,they also need less maintenance and are less expensive to run.
243sentences.60,Original,electric lawn mowers use as much electricity as an ordinary toaster.
243sentences.61,Original,astronauts train a long time for their spacewalks.
243sentences.62,Original,much of their training is conducted underwater.
243sentences.63,Original,they may spend 8 to 10 hours in the pool for every hour they will spend floating in space.
243sentences.64,Original,astronauts practice to be able to perform construction and repair work on the outside of the space station.
