243sentences.0,lowPMI,beekeeping conservation habitats the of encourages local,5.944586812964136
243sentences.1,lowPMI,it beekeeper's conserve plants pollen in to every that is interest local produce,25.357486433987486
243sentences.2,lowPMI,passive agriculture does require vegetation cleared way as of to a that for form it not native be make crops,13.271461184077939
243sentences.3,lowPMI,beekeepers discourage pesticides they honeybees the on could of because the also use crops kill,10.625566086033045
243sentences.4,lowPMI,artisanal go their their is to but the for worth beekeepers extremes craft product effort,4.093697011657445
243sentences.5,lowPMI,artisanal emphasizes character consistency and and over honey-making quality quantity,5.772757287768521
243sentences.6,lowPMI,produce honey become their to of the finest beekeepers micromanagers honeybees,24.970153733895337
243sentences.7,lowPMI,they fields nectar select ways honey the and to when the scout know flows best extract,5.57427971297958
243sentences.8,lowPMI,beekeeper hive hum fills as the of the the the 40000 opens deep bees air,15.384154574740359
243sentences.9,lowPMI,beekeeper honey pollen bee the the and checks stores supplies nursery,22.451389000626385
243sentences.10,lowPMI,bees his arms they sting gentle across but and because crawl bare hands don't they're,21.278959527188224
243sentences.11,lowPMI,i recurring exams i'm college a though in about no have dream even longer,16.163146903352793
243sentences.12,lowPMI,my it's my exam suddenly i've gone in of to the and dream day final i realize never class,10.886347160793182
243sentences.13,lowPMI,i've even reading any the of never done assignments,9.602445161999551
243sentences.14,lowPMI,i many people same who the know other have nightmare,6.841225751562462
243sentences.15,lowPMI,morning study write dream previous each the down the in to from participants had their experience night,13.935325701160258
243sentences.16,lowPMI,they they dreams dream emotional if and and any each recorded recalled described its intensity,12.423654958309346
243sentences.17,lowPMI,participants assigned category flying bad nightmare each a a or to as a a then dream such dream dream,18.612817613865218
243sentences.18,lowPMI,night sleep minds as we awake every as while when we our are active are,18.038715165673228
243sentences.19,lowPMI,we night ninety each throughout in about the of dream cycles minutes,11.264048305065037
243sentences.20,lowPMI,images stories combinations places our and and of can feelings strange characters fill dreams,12.976151104105403
243sentences.21,lowPMI,i start cards went worse when from to to decided playing things bad,12.07654278201592
243sentences.22,lowPMI,gambling something had i already close doing to to and was i do had spent $10000 it,9.20488708328272
243sentences.23,lowPMI,my were watching gamble savings of friends sick me my away,14.419136761975274
243sentences.24,lowPMI,hardest was leaving losing i not the of after the a part horror casino money did have,14.190371047612365
243sentences.25,lowPMI,good social effects gambling hard by on and to the of data economic legalized are come,15.348903563580114
243sentences.26,lowPMI,studies having nearby gambling more some a that indicate casino makes problems likely,12.76729371936944
243sentences.27,lowPMI,gambling be personal marriage may and with also associated bankruptcies problems,4.112792893530131
243sentences.28,lowPMI,past has dramatic legalized over there of the a generation been expansion gambling,11.916047449964452
243sentences.29,lowPMI,most have lotteries have well and as states instituted many casinos,15.556708947203898
243sentences.30,lowPMI,gambling become big business but has very controversial,13.153037282353406
243sentences.31,lowPMI,wind shook shattering kitchen the the a the from the in hurricane house window,17.447672554258073
243sentences.32,lowPMI,we grabbed slammed surrendered hurricane in the the the some and to ran food door kitchen,15.834553998779786
