0,243sentences.0,habitats conservation encourages the beekeeping of local,9.7246752708363
1,243sentences.0,beekeeping the of local encourages habitats conservation,7.42023292689205
2,243sentences.0,of habitats conservation beekeeping the local encourages,7.707676126014547
3,243sentences.0,habitats encourages local beekeeping the conservation of,12.444620576810836
4,243sentences.0,encourages conservation local of the beekeeping habitats,12.201960781830813
5,243sentences.0,beekeeping local habitats encourages conservation the of,16.369517193679854
6,243sentences.0,habitats of conservation local beekeeping encourages the,14.888948875330975
7,243sentences.0,encourages habitats local conservation beekeeping of the,12.140612094927583
8,243sentences.0,the beekeeping local conservation of habitats encourages,13.089645789743834
9,243sentences.0,the conservation habitats local of beekeeping encourages,9.005363281415983
10,243sentences.1,to interest beekeeper's that conserve local produce every pollen in is plants it,8.347359495698782
11,243sentences.1,in is every interest it that conserve pollen produce beekeeper's local plants to,11.957448353729104
12,243sentences.1,to produce interest it plants every pollen is local conserve in that beekeeper's,8.769871224802367
13,243sentences.1,produce beekeeper's in local every to plants is that interest it pollen conserve,6.666344470286505
14,243sentences.1,it is pollen plants local in interest to that every beekeeper's produce conserve,20.869763524246896
15,243sentences.1,produce is interest pollen that it in local beekeeper's every conserve to plants,14.261375339935185
16,243sentences.1,every conserve interest in local produce to pollen beekeeper's is that plants it,20.866237285074394
17,243sentences.1,produce plants every interest local is to that it pollen conserve beekeeper's in,14.292616396017774
18,243sentences.1,that it to interest produce is beekeeper's pollen conserve in plants every local,10.039546080826163
19,243sentences.1,is to interest that pollen beekeeper's local plants produce it conserve in every,17.245616478816515
20,243sentences.2,vegetation cleared form does native that not require be it as way passive agriculture of make a to crops for,24.855752685894245
21,243sentences.2,not does for to require passive make of agriculture way cleared vegetation crops native that as it a be form,24.702118362738943
22,243sentences.2,as native passive way require crops a that of does for agriculture cleared not make vegetation it be to form,19.818116943039005
23,243sentences.2,way it a not make that native does require for of passive as form agriculture cleared vegetation to be crops,21.751919215251846
24,243sentences.2,does to require crops agriculture form passive as that for be cleared not make of native it way a vegetation,29.13527565186665
25,243sentences.2,native not of vegetation that for a require crops make it does agriculture as way be passive to cleared form,28.53835806043658
26,243sentences.2,not form of native as to cleared for way it crops that does require agriculture a make vegetation be passive,23.888986046447833
27,243sentences.2,that crops agriculture a of for form not way to vegetation native cleared make does as require be passive it,20.1878823116911
28,243sentences.2,passive not of a way vegetation agriculture it as that require does to be make form crops cleared for native,20.963818192725547
29,243sentences.2,require of as a way passive make cleared agriculture does be it not to that for crops vegetation native form,22.127448966362564
30,243sentences.3,kill also beekeepers the discourage of use crops the on they pesticides could honeybees because,15.545454447492496
31,243sentences.3,pesticides kill they crops could use beekeepers also discourage because on the of honeybees the,28.532961045043944
32,243sentences.3,of beekeepers the discourage crops because pesticides kill also could use honeybees the they on,19.929243246711383
33,243sentences.3,honeybees because also pesticides the they use of crops beekeepers on discourage the could kill,18.5447062676199
34,243sentences.3,discourage because pesticides also the honeybees on of they use the kill beekeepers could crops,14.24888486688397
35,243sentences.3,honeybees the crops of the use because on also discourage they kill beekeepers could pesticides,17.8923017789053
36,243sentences.3,crops on the beekeepers because pesticides the of could honeybees kill they use discourage also,27.92599061446199
37,243sentences.3,on could also kill beekeepers they because discourage of honeybees the the use crops pesticides,14.367570895061004
38,243sentences.3,use also discourage kill because crops the of could pesticides they beekeepers on the honeybees,13.984042647492306
39,243sentences.3,use the honeybees because kill beekeepers of crops the pesticides also on could they discourage,16.437886572512735
40,243sentences.4,is to extremes the go their craft worth for product but effort beekeepers their artisanal,11.732851982200778
41,243sentences.4,is but extremes to their their worth artisanal go product the effort for craft beekeepers,11.836243886297149
42,243sentences.4,beekeepers for go artisanal their effort craft extremes the to their worth product is but,18.21192874567782
43,243sentences.4,product extremes but their worth is their craft for artisanal the go beekeepers to effort,21.235957416088784
44,243sentences.4,is but go craft extremes artisanal effort to for worth their their product beekeepers the,9.835405433276549
45,243sentences.4,their beekeepers is their artisanal the for product effort but to craft go worth extremes,6.9217118895529905
46,243sentences.4,craft product is go effort to extremes artisanal worth their but their for beekeepers the,19.41546609241994
47,243sentences.4,product is go for artisanal but the to craft beekeepers extremes effort their their worth,11.833143740242015
48,243sentences.4,the their craft effort but to worth beekeepers go product extremes for is their artisanal,6.909779879050834
49,243sentences.4,extremes beekeepers their but for the is product effort their artisanal worth to craft go,11.348942833153504
50,243sentences.5,character honey-making emphasizes and artisanal and quantity consistency quality over,9.609899286762166
51,243sentences.5,emphasizes artisanal character and over quality honey-making and quantity consistency,9.680973284311772
52,243sentences.5,quality and artisanal and honey-making consistency emphasizes quantity character over,12.739800928945565
53,243sentences.5,artisanal and and over honey-making quality emphasizes quantity character consistency,8.383991805994548
54,243sentences.5,over quality honey-making and emphasizes consistency character quantity artisanal and,7.359878468788434
55,243sentences.5,character emphasizes and quality and quantity artisanal consistency honey-making over,9.360401011153018
56,243sentences.5,and artisanal quantity emphasizes character quality honey-making consistency and over,10.12593259650684
57,243sentences.5,over consistency and quality emphasizes quantity character and artisanal honey-making,22.410803187057788
58,243sentences.5,consistency over artisanal quality character honey-making and and quantity emphasizes,9.70449837249548
59,243sentences.5,artisanal emphasizes and quantity consistency character honey-making and over quality,4.34477579899869
60,243sentences.6,produce honeybees beekeepers become their of honey to finest micromanagers the,12.633687967092765
61,243sentences.6,become the honeybees finest of micromanagers to honey their produce beekeepers,9.372410471273477
62,243sentences.6,honeybees the beekeepers honey finest to become produce their micromanagers of,10.37714299088987
63,243sentences.6,beekeepers become their the micromanagers of honeybees to produce honey finest,16.820316984798783
64,243sentences.6,to the become their honey of beekeepers produce micromanagers honeybees finest,16.029554525810557
65,243sentences.6,to beekeepers finest micromanagers honeybees honey produce become their of the,15.09703648803492
66,243sentences.6,to their become of finest honeybees honey the micromanagers produce beekeepers,6.97208004141064
67,243sentences.6,of honey honeybees their the to micromanagers finest produce become beekeepers,6.341120759592782
68,243sentences.6,micromanagers become produce of honey to finest the their honeybees beekeepers,8.67995402866994
